chr,start,end,name,score,strand,gc,gc_bin,chrom,feature_id,feature_bin,feature_type_top,feature_types,gene_name,gene_id,transcript_ids,gene_type_top,transcript_type_top,gene_types,transcript_types,input_sum,clip_sum,enrichment_n,enrichment_l2or_min,enrichment_l2or_mean,enrichment_l2or_max,p_max,p_min,q_max,q_min,symbol,expression,unique_ID,tscript_start,tscript_end,tscript_length
chr2,170992891,170992990,891406,0,-,0.393939,"(0.382,0.41]",chr2,101576,22,UTR3,UTR3:EXON_MRNA,TLK1,ENSG00000198586.14,ENST00000431350.7:ENST00000359766.7,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,2,19,2,2.39658,3.31892,4.24126,0.0184603,0.0161299,0.0840674,0.0733734,TLK1,up,TLK1_891406,170990823,171160833,170010
chr14,49896854,49896954,4011095,0,+,0.28,"[0,0.29]",chr14,417118,27,UTR3,UTR3:EXON_MRNA,ARF6,ENSG00000165527.8,ENST00000693319.1:ENST00000298316.7,protein_coding,protein_coding,protein_coding,protein_coding,1,28,2,2.07663,3.31675,4.55687,0.104082,0.00122071,0.167708,0.0130782,ARF6,up,ARF6_4011095,49893079,49897054,3975
chr1,167708296,167708396,168294,0,+,0.37,"(0.354,0.382]",chr1,21878,37,UTR3,UTR3:EXON_MRNA,RCSD1,ENSG00000198771.11,ENST00000367854.8,protein_coding,protein_coding,protein_coding,protein_coding,1,16,2,2.52582,3.31604,4.10626,0.035664,0.0242841,0.107787,0.0973574,RCSD1,up,RCSD1_168294,167630232,167708696,78464
chr14,50200952,50201018,4118644,0,-,0.378788,"(0.354,0.382]",chr14,429017,1,CDS,CDS:EXON_MRNA,SOS2,ENSG00000100485.12,ENST00000216373.10,protein_coding,protein_coding,protein_coding,protein_coding,1,16,2,2.52582,3.31604,4.10626,0.035664,0.0242841,0.107787,0.0973574,SOS2,up,SOS2_4118644,50117130,50231578,114448
chr3,25628899,25628952,1164889,0,-,0.377358,"(0.354,0.382]",chr3,130111,2,CDS,CDS:EXON_MRNA,TOP2B,ENSG00000077097.17,ENST00000699032.1:ENST00000264331.9:ENST00000435706.6:ENST00000699044.1:ENST00000699046.1:ENST00000491510.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,16,2,2.52582,3.31604,4.10626,0.035664,0.0242841,0.107787,0.0973574,TOP2B,up,TOP2B_1164889,25597984,25664907,66923
chr3,179230300,179230376,1113946,0,+,0.355263,"(0.354,0.382]",chr3,125020,2,CDS,CDS:EXON_MRNA,PIK3CA,ENSG00000121879.6,ENST00000263967.4:ENST00000643187.1:ENST00000675467.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,16,2,2.52582,3.31604,4.10626,0.035664,0.0242841,0.107787,0.0973574,PIK3CA,up,PIK3CA_1113946,179148357,179240093,91736
chr1,180092994,180093089,190103,0,+,0.315789,"(0.29,0.327]",chr1,23871,5,CDS,CDS:EXON_MRNA,CEP350,ENSG00000135837.18,ENST00000367607.8:ENST00000705470.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,20,2,2.2051,3.315685,4.42627,0.069141,0.0200466,0.156996,0.0919966,CEP350,up,CEP350_190103,179954810,180114875,160065
chr11,128461960,128462060,3539750,0,-,0.35,"(0.327,0.354]",chr11,364792,33,UTR3,UTR3:EXON_MRNA,ETS1,ENSG00000134954.14,ENST00000319397.7:ENST00000526145.6,protein_coding,protein_coding,protein_coding,protein_coding,2,33,2,2.762,3.3152850000000003,3.86857,0.0178681,0.000142566,0.087052,0.00317464,ETS1,up,ETS1_3539750,128458765,128522310,63545
chr8,38849200,38849298,2601820,0,+,0.377551,"(0.354,0.382]",chr8,264914,13,UTR3,UTR3:EXON_MRNA,TACC1,ENSG00000147526.20,ENST00000317827.9:ENST00000276520.12:ENST00000519093.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,20,2,2.29543,3.314875,4.33432,0.0238413,0.0137333,0.0838224,0.0789706,TACC1,up,TACC1_2601820,38787236,38853028,65792
chr5,132695558,132695655,1849690,0,-,0.226804,"[0,0.29]",chr5,194181,31,UTR3,UTR3:EXON_MRNA,KIF3A,ENSG00000131437.16,ENST00000378746.8:ENST00000378735.5,protein_coding,protein_coding,protein_coding,protein_coding,2,38,2,1.63535,3.31162,4.98789,0.110469,0.000172612,0.176955,0.00368866,KIF3A,up,KIF3A_1849690,132692628,132737638,45010
chr3,170390302,170390383,1108629,0,+,0.45679,"(0.442,0.48]",chr3,124587,2,CDS,CDS:EXON_MRNA,SKIL,ENSG00000136603.15,ENST00000465590.2:ENST00000259119.9:ENST00000413427.6,protein_coding,protein_coding,protein_coding,protein_coding,3,33,2,2.11139,3.310435,4.50948,0.0300082,3.80426e-06,0.105843,0.000275678,SKIL,up,SKIL_1108629,170357342,170396835,39493
chr21,37513824,37513923,5304884,0,+,0.343434,"(0.327,0.354]",chr21,586359,14,UTR3,UTR3:EXON_MRNA,DYRK1A,ENSG00000157540.22,ENST00000647188.2:ENST00000647504.1,protein_coding,protein_coding,protein_coding,protein_coding,3,25,2,1.93054,3.306545,4.68255,0.0353838,0.00583144,0.107787,0.0586669,DYRK1A,up,DYRK1A_5304884,37418905,37526358,107453
chr1,13782242,13782340,19118,0,+,0.408163,"(0.382,0.41]",chr1,2606,40,CDS,CDS:EXON_MRNA:INTRON,PRDM2,ENSG00000116731.23,ENST00000311066.10:ENST00000376048.9:ENST00000235372.11:ENST00000491134.5:ENST00000413440.5:ENST00000343137.8,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,15,2,2.61963,3.306515,3.9934,0.0294102,0.0290542,0.104044,0.0955199,PRDM2,up,PRDM2_19118,13704855,13825079,120224
chr2,108468979,108469031,622527,0,+,0.461538,"(0.442,0.48]",chr2,73375,1,CDS,CDS:EXON_MRNA,GCC2,ENSG00000135968.22,ENST00000689620.1:ENST00000309863.11:ENST00000467566.2:ENST00000687832.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,16,2,2.68404,3.306005,3.92797,0.0257287,0.00862272,0.09833,0.0468151,GCC2,up,GCC2_622527,108449206,108509415,60209
chr20,47656283,47656382,5213504,0,+,0.363636,"(0.354,0.382]",chr20,574902,30,UTR3,UTR3:EXON_MRNA,NCOA3,ENSG00000124151.19,ENST00000371998.8:ENST00000372004.7,protein_coding,protein_coding,protein_coding,protein_coding,1,15,2,2.77251,3.30388,3.83525,0.0441447,0.017525,0.120382,0.0724683,NCOA3,up,NCOA3_5213504,47501887,47656872,154985
chr1,159055070,159055155,158784,0,+,0.188235,"[0,0.29]",chr1,20665,3,UTR3,UTR3:EXON_MRNA,IFI16,ENSG00000163565.20,ENST00000368131.8:ENST00000295809.12:ENST00000483916.2:ENST00000448393.6:ENST00000562225.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,22,2,2.17019,3.303325,4.43646,0.0706989,0.0338457,0.159469,0.110571,IFI16,up,IFI16_158784,159009907,159055151,45244
chr6,75253618,75253717,2137710,0,-,0.232323,"[0,0.29]",chr6,222387,8,UTR3,UTR3:EXON_MRNA,TMEM30A,ENSG00000112697.17,ENST00000230461.11,protein_coding,protein_coding,protein_coding,protein_coding,1,22,2,2.17019,3.303325,4.43646,0.0706989,0.0338457,0.159469,0.110571,TMEM30A,up,TMEM30A_2137710,75252924,75284792,31868
chr1,198756477,198756576,202621,0,+,0.252525,"[0,0.29]",chr1,25193,4,UTR3,UTR3:EXON_MRNA,PTPRC,ENSG00000081237.22,ENST00000348564.12:ENST00000442510.8:ENST00000491302.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,20,2,2.55784,3.30065,4.04346,0.0702659,0.026798,0.14152,0.0897606,PTPRC,up,PTPRC_202621,198639040,198757476,118436
chr2,170993384,170993483,891411,0,-,0.262626,"[0,0.29]",chr2,101576,27,UTR3,UTR3:EXON_MRNA,TLK1,ENSG00000198586.14,ENST00000431350.7:ENST00000359766.7,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,20,2,2.55784,3.30065,4.04346,0.0702659,0.026798,0.14152,0.0897606,TLK1,up,TLK1_891411,170990823,171160833,170010
chr3,143057543,143057643,1082897,0,+,0.26,"[0,0.29]",chr3,122619,12,UTR3,UTR3:EXON_MRNA,U2SURP,ENSG00000163714.18,ENST00000473835.7:ENST00000463563.6,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,20,2,2.55784,3.30065,4.04346,0.0702659,0.026798,0.14152,0.0897606,U2SURP,up,U2SURP_1082897,143001570,143060725,59155
chr3,25626771,25626864,1164865,0,-,0.397849,"(0.382,0.41]",chr3,130103,1,CDS,CDS:EXON_MRNA,TOP2B,ENSG00000077097.17,ENST00000699032.1:ENST00000264331.9:ENST00000435706.6:ENST00000699044.1:ENST00000699046.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,18,2,2.74404,3.2977350000000003,3.85143,0.040155,0.0051519,0.114819,0.0328823,TOP2B,up,TOP2B_1164865,25597984,25664907,66923
chr11,108289039,108289103,3396022,0,+,0.296875,"(0.29,0.327]",chr11,346262,2,CDS,CDS:UTR3:EXON_MRNA,ATM,ENSG00000149311.22,ENST00000601453.3:ENST00000452508.7:ENST00000675843.1:ENST00000713593.1:ENST00000683174.2:ENST00000531525.3:ENST00000713844.1:ENST00000533733.6,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,23,2,1.98912,3.29753,4.60594,0.112652,0.000712522,0.179831,0.00920755,ATM,up,ATM_3396022,108223116,108369102,145986
chr3,179399832,179399930,1318050,0,-,0.346939,"(0.327,0.354]",chr3,143707,39,UTR3,UTR3:EXON_MRNA,GNB4,ENSG00000114450.11,ENST00000232564.8:ENST00000676128.1,protein_coding,protein_coding,protein_coding,protein_coding,3,45,2,2.53678,3.2966299999999995,4.05648,0.00869125,4.65005e-05,0.0692815,0.00150363,GNB4,up,GNB4_1318050,179396114,179451198,55084
chr11,128521912,128521994,3540364,0,-,0.560976,"(0.52,0.582]",chr11,364842,1,CDS_START,CDS_START:CDS:EXON_MRNA,ETS1,ENSG00000134954.14,ENST00000319397.7:ENST00000526145.6,protein_coding,protein_coding,protein_coding,protein_coding,4,18,2,2.44247,3.29493,4.14739,0.0111738,0.0070259,0.0749532,0.0402255,ETS1,up,ETS1_3540364,128458765,128522310,63545
chr1,40414158,40414240,62600,0,+,0.52439,"(0.52,0.582]",chr1,8468,1,CDS,CDS:EXON_MRNA,SMAP2,ENSG00000084070.12,ENST00000372718.8:ENST00000372708.5:ENST00000487871.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,11,2,2.9204,3.293845,3.66729,0.0376519,0.0195403,0.11429,0.0733734,SMAP2,up,SMAP2_62600,40373727,40423322,49595
chr11,102396526,102396623,3515643,0,-,0.329897,"(0.327,0.354]",chr11,362519,3,UTR3,UTR3:EXON_MRNA,TMEM123,ENSG00000152558.15,ENST00000361236.7:ENST00000398136.7,protein_coding,protein_coding,protein_coding,protein_coding,11,121,2,3.20706,3.29243,3.3778,0.000167748,1.91127e-07,0.0161706,3.85509e-05,TMEM123,up,TMEM123_3515643,102396332,102452839,56507
chr10,5712822,5712918,3046921,0,+,0.333333,"(0.327,0.354]",chr10,309209,1,CDS,CDS:UTR3:UTR5:EXON_MRNA:INTRON,TASOR2,ENSG00000108021.22,ENST00000695832.1:ENST00000695737.1:ENST00000699050.1:ENST00000695836.1:ENST00000645567.1:ENST00000527124.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,3,26,2,1.74716,3.292125,4.83709,0.0592709,0.00360252,0.146568,0.0491718,TASOR2,up,TASOR2_3046921,5684845,5763740,78895
chr12,62404375,62404474,3616652,0,+,0.40404,"(0.382,0.41]",chr12,373401,1,UTR3,UTR3:EXON_MRNA,USP15,ENSG00000135655.16,ENST00000280377.10:ENST00000552346.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,18,2,1.98276,3.29079,4.59882,0.106485,0.000601887,0.170868,0.00823011,USP15,up,USP15_3616652,62260404,62416389,155985
chr12,71790544,71790643,3633418,0,+,0.30303,"(0.29,0.327]",chr12,375079,50,UTR3,UTR3:EXON_MRNA,RAB21,ENSG00000080371.6,ENST00000261263.5,protein_coding,protein_coding,protein_coding,protein_coding,0,11,2,3.00098,3.288955,3.57693,0.103566,0.0865335,0.181705,0.1674,RAB21,up,RAB21_3633418,71754863,71800286,45423
chr13,48480262,48480358,3876856,0,+,0.3125,"(0.29,0.327]",chr13,404930,3,UTR3,UTR3:EXON_MRNA,RB1,ENSG00000139687.17,ENST00000267163.6,protein_coding,protein_coding,protein_coding,protein_coding,0,11,2,3.00098,3.288955,3.57693,0.103566,0.0865335,0.181705,0.1674,RB1,up,RB1_3876856,48303751,48481890,178139
chr2,11825857,11825954,518707,0,+,0.309278,"(0.29,0.327]",chr2,63545,12,UTR3,UTR3:EXON_MRNA,LPIN1,ENSG00000134324.12,ENST00000256720.6:ENST00000475922.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,11,2,3.00098,3.288955,3.57693,0.103566,0.0865335,0.181705,0.1674,LPIN1,up,LPIN1_518707,11724334,11827405,103071
chr4,39121066,39121165,1378122,0,+,0.30303,"(0.29,0.327]",chr4,149981,1,UTR3,UTR3:EXON_MRNA:INTRON,KLHL5,ENSG00000109790.18,ENST00000508137.6:ENST00000504108.7:ENST00000515612.1,protein_coding,protein_coding,protein_coding,protein_coding,0,11,2,3.00098,3.288955,3.57693,0.103566,0.0865335,0.181705,0.1674,KLHL5,up,KLHL5_1378122,39062232,39126233,64001
chr5,109842394,109842461,1682658,0,+,0.298507,"(0.29,0.327]",chr5,178540,2,CDS,CDS:EXON_MRNA,MAN2A1,ENSG00000112893.10,ENST00000261483.5,protein_coding,protein_coding,protein_coding,protein_coding,0,11,2,3.00098,3.288955,3.57693,0.103566,0.0865335,0.181705,0.1674,MAN2A1,up,MAN2A1_1682658,109689927,109869625,179698
chr20,50892183,50892280,5280515,0,-,0.402062,"(0.382,0.41]",chr20,583345,8,CDS,CDS:EXON_MRNA,ADNP,ENSG00000101126.18,ENST00000371602.9:ENST00000621696.5:ENST00000396029.8:ENST00000396032.8:ENST00000349014.8:ENST00000645081.1,protein_coding,protein_coding,protein_coding,protein_coding,2,21,2,1.93796,3.2875300000000003,4.6371,0.0672847,0.00525292,0.154624,0.0560496,ADNP,up,ADNP_5280515,50888916,50905558,16642
chr11,102397598,102397696,3515654,0,-,0.326531,"(0.29,0.327]",chr11,362519,14,UTR3,UTR3:EXON_MRNA,TMEM123,ENSG00000152558.15,ENST00000361236.7:ENST00000398136.7,protein_coding,protein_coding,protein_coding,protein_coding,6,73,2,3.16492,3.286775,3.40863,0.00276625,1.05912e-05,0.0455776,0.000547258,TMEM123,up,TMEM123_3515654,102396332,102452839,56507
chr4,143473171,143473270,1451396,0,+,0.313131,"(0.29,0.327]",chr4,156716,41,UTR3,UTR3:EXON_MRNA,GAB1,ENSG00000109458.10,ENST00000262994.9:ENST00000262995.9,protein_coding,protein_coding,protein_coding,protein_coding,1,17,2,2.83985,3.286605,3.73336,0.080556,0.0120768,0.151315,0.0546082,GAB1,up,GAB1_1451396,143336876,143474565,137689
chr3,56633043,56633135,1213551,0,-,0.304348,"(0.29,0.327]",chr3,135894,1,CDS,CDS:EXON_MRNA,TASOR,ENSG00000163946.14,ENST00000683822.1:ENST00000431842.6:ENST00000493960.6,protein_coding,protein_coding,protein_coding,protein_coding,1,18,2,2.44904,3.28503,4.12102,0.0392532,0.0383846,0.114819,0.113808,TASOR,up,TASOR_1213551,56620132,56683265,63133
chr14,57289182,57289282,4022171,0,+,0.44,"(0.41,0.442]",chr14,418054,4,UTR3,UTR3:EXON_MRNA,AP5M1,ENSG00000053770.12,ENST00000261558.8,protein_coding,protein_coding,protein_coding,protein_coding,1,14,2,2.68856,3.28318,3.8778,0.0344271,0.0249224,0.11065,0.0863488,AP5M1,up,AP5M1_4022171,57268971,57298742,29771
chr4,73573143,73573243,1520713,0,-,0.62,"(0.582,1]",chr4,163898,17,UTR3,UTR3:EXON_MRNA,RASSF6,ENSG00000169435.14,ENST00000307439.10:ENST00000342081.7,protein_coding,protein_coding,protein_coding,protein_coding,1,11,2,1.82971,3.2830000000000004,4.73629,0.135091,0.000674053,0.198548,0.00896944,RASSF6,up,RASSF6_1520713,73571550,73620436,48886
chr6,46144131,46144229,1973347,0,+,0.336735,"(0.327,0.354]",chr6,207414,6,UTR3,UTR3:EXON_MRNA,ENPP4,ENSG00000001561.7,ENST00000321037.5,protein_coding,protein_coding,protein_coding,protein_coding,1,15,2,2.90598,3.28146,3.65694,0.0673279,0.010856,0.139386,0.0512584,ENPP4,up,ENPP4_1973347,46129989,46146688,16699
chr6,87259715,87259815,2002139,0,+,0.34,"(0.327,0.354]",chr6,209489,52,CDS,CDS:UTR3:EXON_MRNA,ZNF292,ENSG00000188994.14,ENST00000369577.8:ENST00000339907.8:ENST00000466062.3:ENST00000699989.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,15,2,2.90598,3.28146,3.65694,0.0673279,0.010856,0.139386,0.0512584,ZNF292,up,ZNF292_2002139,87155565,87265943,110378
chr3,56623394,56623480,1213440,0,-,0.360465,"(0.354,0.382]",chr3,135856,4,CDS,CDS:UTR3:EXON_MRNA,TASOR,ENSG00000163946.14,ENST00000683822.1:ENST00000431842.6:ENST00000493960.6:ENST00000485156.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,17,2,2.22807,3.2811950000000003,4.33432,0.0731274,0.0137333,0.161955,0.0789706,TASOR,up,TASOR_1213440,56620132,56683265,63133
chr3,41240354,41240443,1003132,0,+,0.325843,"(0.29,0.327]",chr3,113805,7,UTR3,UTR3:EXON_MRNA,CTNNB1,ENSG00000168036.19,ENST00000396185.8:ENST00000396183.7:ENST00000349496.11,protein_coding,protein_coding,protein_coding,protein_coding,3,27,2,1.96279,3.28086,4.59893,0.0279555,0.0131085,0.0933595,0.0784296,CTNNB1,up,CTNNB1_1003132,41220551,41239888,19337
chr13,42297047,42297114,3868484,0,+,0.38806,"(0.382,0.41]",chr13,404239,1,CDS,CDS:EXON_MRNA,AKAP11,ENSG00000023516.9,ENST00000025301.4,protein_coding,protein_coding,protein_coding,protein_coding,1,14,2,2.86708,3.28051,3.69394,0.0552591,0.0137619,0.129297,0.0607062,AKAP11,up,AKAP11_3868484,42272152,42323261,51109
chr4,185459085,185459181,1596915,0,-,0.291667,"(0.29,0.327]",chr4,170493,11,CDS,CDS:EXON_MRNA,CCDC110,ENSG00000168491.10,ENST00000307588.8:ENST00000510617.5,protein_coding,protein_coding,protein_coding,protein_coding,2,22,2,2.43667,3.278845,4.12102,0.0392532,0.0122193,0.114819,0.0550392,CCDC110,up,CCDC110_1596915,185445182,185471733,26551
chr1,51448068,51448135,336100,0,-,0.507463,"(0.48,0.52]",chr1,41597,3,CDS,CDS:UTR3:EXON_MRNA:INTRON,EPS15,ENSG00000085832.18,ENST00000371733.8:ENST00000706288.1:ENST00000706292.1:ENST00000706293.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,3,17,2,2.58012,3.277995,3.97587,0.019521,0.00613128,0.0919966,0.03684,EPS15,up,EPS15_336100,51354283,51519247,164964
chr19,24126540,24126635,5033533,0,+,0.305263,"(0.29,0.327]",chr19,544075,4,CDS,CDS:EXON_MRNA,ZNF254,ENSG00000213096.11,ENST00000357002.5,protein_coding,protein_coding,protein_coding,protein_coding,1,23,2,2.09053,3.275515,4.4605,0.0937248,0.00132813,0.160384,0.0136022,ZNF254,up,ZNF254_5033533,24033405,24129961,96556
chr3,197782707,197782806,1140744,0,+,0.313131,"(0.29,0.327]",chr3,128006,9,UTR3,UTR3:EXON_MRNA,FYTTD1,ENSG00000122068.13,ENST00000241502.9,protein_coding,protein_coding,protein_coding,protein_coding,3,26,2,2.21592,3.27372,4.33152,0.0249585,0.0116386,0.0973574,0.053027,FYTTD1,up,FYTTD1_1140744,197749883,197787596,37713
chr1,84237400,84237500,99715,0,+,0.29,"[0,0.29]",chr1,12486,22,UTR3,UTR3:EXON_MRNA,PRKACB,ENSG00000142875.21,ENST00000370685.7,protein_coding,protein_coding,protein_coding,protein_coding,2,25,2,2.4936,3.26853,4.04346,0.0702659,0.00883076,0.14152,0.0474416,PRKACB,up,PRKACB_99715,84078062,84238498,160436
chr2,174559668,174559765,900204,0,-,0.319588,"(0.29,0.327]",chr2,102089,2,UTR3,UTR3:EXON_MRNA,WIPF1,ENSG00000115935.19,ENST00000392547.6:ENST00000698668.1:ENST00000679041.1:ENST00000436221.2:ENST00000698666.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,19,2,2.2051,3.26831,4.33152,0.069141,0.0249585,0.156996,0.0973574,WIPF1,up,WIPF1_900204,174559574,174597804,38230
chr5,109335975,109336072,1837553,0,-,0.309278,"(0.29,0.327]",chr5,193239,14,UTR3,UTR3:EXON_MRNA,PJA2,ENSG00000198961.10,ENST00000361189.7,protein_coding,protein_coding,protein_coding,protein_coding,1,19,2,2.2051,3.26831,4.33152,0.069141,0.0249585,0.156996,0.0973574,PJA2,up,PJA2_1837553,109334722,109409974,75252
chr13,97391349,97391449,3897694,0,+,0.36,"(0.354,0.382]",chr13,406509,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA,MBNL2,ENSG00000139793.21,ENST00000343600.9:ENST00000469707.5:ENST00000449284.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,3,24,2,1.83165,3.268035,4.70442,0.049212,0.00472691,0.130151,0.0545893,MBNL2,up,MBNL2_3897694,97222006,97394116,172110
chr20,36045715,36045813,5262132,0,-,0.367347,"(0.354,0.382]",chr20,581102,2,EXON_LNCRNA,EXON_LNCRNA,NORAD,ENSG00000260032.3,ENST00000565493.2,lncRNA,lncRNA,lncRNA,lncRNA,3,24,2,1.83165,3.268035,4.70442,0.049212,0.00472691,0.130151,0.0545893,NORAD,up,NORAD_5262132,36045618,36051018,5400
chr3,177023412,177023511,1315684,0,-,0.363636,"(0.354,0.382]",chr3,143554,42,UTR3,UTR3:EXON_MRNA,TBL1XR1,ENSG00000177565.19,ENST00000457928.7:ENST00000474363.1:ENST00000673974.1:ENST00000631253.2:ENST00000431421.6,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,3,39,2,3.08825,3.267905,3.44756,0.00628376,0.000134496,0.0602729,0.00302563,TBL1XR1,up,TBL1XR1_1315684,177019344,177197482,178138
chr3,143019968,143020036,1082492,0,+,0.294118,"(0.29,0.327]",chr3,122500,1,CDS,CDS:EXON_MRNA,U2SURP,ENSG00000163714.18,ENST00000473835.7:ENST00000461591.5:ENST00000493598.6:ENST00000463563.6,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,17,2,2.65764,3.26606,3.87448,0.0630349,0.0214406,0.137004,0.078542,U2SURP,up,U2SURP_1082492,143001570,143060725,59155
chr4,88261599,88261698,1531735,0,-,0.313131,"(0.29,0.327]",chr4,165246,41,UTR3,UTR3:EXON_MRNA,PPM1K,ENSG00000163644.15,ENST00000608933.6,protein_coding,protein_coding,protein_coding,protein_coding,1,17,2,2.65764,3.26606,3.87448,0.0630349,0.0214406,0.137004,0.078542,PPM1K,up,PPM1K_1531735,88257620,88284561,26941
chr18,51176450,51176541,4970291,0,-,0.483516,"(0.48,0.52]",chr18,533565,1,CDS,CDS:EXON_MRNA,MEX3C,ENSG00000176624.12,ENST00000406189.4,protein_coding,protein_coding,protein_coding,protein_coding,4,20,2,2.05149,3.26469,4.47789,0.0238885,0.00452704,0.0838224,0.0541709,MEX3C,up,MEX3C_4970291,51174550,51197681,23131
chr17,61944386,61944485,4841743,0,-,0.262626,"[0,0.29]",chr17,520580,19,UTR3,UTR3:EXON_MRNA,MED13,ENSG00000108510.10,ENST00000397786.7,protein_coding,protein_coding,protein_coding,protein_coding,1,20,2,2.377,3.264595,4.15219,0.0581956,0.0434188,0.133139,0.119218,MED13,up,MED13_4841743,61942605,62065278,122673
chr1,113974510,113974609,129684,0,+,0.333333,"(0.327,0.354]",chr1,15669,11,UTR3,UTR3:EXON_MRNA,HIPK1,ENSG00000163349.22,ENST00000369558.5,protein_coding,protein_coding,protein_coding,protein_coding,1,20,2,2.23763,3.262915,4.2882,0.0654693,0.00231617,0.139386,0.0198241,HIPK1,up,HIPK1_129684,113929324,113977869,48545
chr19,24128079,24128178,5033549,0,+,0.30303,"(0.29,0.327]",chr19,544077,2,UTR3,UTR3:EXON_MRNA,ZNF254,ENSG00000213096.11,ENST00000357002.5,protein_coding,protein_coding,protein_coding,protein_coding,2,22,2,2.29123,3.26067,4.23011,0.0312223,0.0200151,0.107317,0.0746216,ZNF254,up,ZNF254_5033549,24033405,24129961,96556
chr2,55334774,55334871,799048,0,-,0.247423,"[0,0.29]",chr2,91696,8,CDS,CDS:EXON_MRNA,CCDC88A,ENSG00000115355.18,ENST00000263630.13:ENST00000642200.1:ENST00000645571.1:ENST00000645477.1:ENST00000644890.1:ENST00000645342.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,19,2,2.71852,3.25817,3.79782,0.103754,0.0166461,0.1674,0.0702103,CCDC88A,up,CCDC88A_799048,55287842,55419856,132014
